# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416266629;36077344;228447080;86.36;446940;24723476;207864252;76.17
axle;60;1416266689;33967240;230557184;87.16;447000;27134172;207508636;76.04
axle;60;1416266749;29906104;234618320;88.69;447060;30674440;208036428;76.23
axle;60;1416266809;30052884;234471540;88.64;447104;30837972;207727932;76.12
axle;60;1416266869;29056240;235468184;89.02;447124;30839576;208719960;76.48
axle;60;1416266929;30084748;234439676;88.63;447176;30841128;207702968;76.11
axle;60;1416266989;29069180;235455244;89.01;447256;31168512;208378072;76.35
axle;60;1416267049;28674548;235849876;89.16;447308;32448480;207505428;76.03
axle;60;1416267109;28660552;235863872;89.17;447328;32449864;207505428;76.03
axle;60;1416267169;26553908;237970516;89.96;447372;34410316;207661228;76.09
axle;60;1416267229;24783376;239741048;90.63;447424;35132972;208702020;76.47
