# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;59;1416267453;sda;5.44;0.00;682.29;125.47;0.06;10.27;0.33;0.18
axle;60;1416267513;sda;4.40;0.00;628.67;142.96;0.02;4.90;0.23;0.10
axle;59;1416267573;sda;5.47;0.00;810.10;148.01;0.03;5.85;0.23;0.13
axle;60;1416267633;sda;4.42;0.00;609.73;138.09;0.02;4.15;0.18;0.08
axle;60;1416267693;sda;4.86;0.00;701.91;144.50;0.02;4.83;0.23;0.11
axle;59;1416267753;sda;5.20;0.00;672.32;129.37;0.02;4.31;0.19;0.10
axle;59;1416267813;sda;5.33;0.00;809.82;151.90;0.02;4.32;0.24;0.13
axle;60;1416267873;sda;4.67;0.00;618.63;132.33;0.02;4.40;0.22;0.10
axle;60;1416267933;sda;4.79;0.00;713.38;148.81;0.02;4.90;0.24;0.11
axle;60;1416267993;sda;4.59;0.00;679.41;147.88;0.02;3.69;0.25;0.11
axle;59;1416268053;sda;5.95;0.00;817.90;137.36;0.03;4.95;0.19;0.11
axle;60;1416268113;sda;4.36;0.00;644.38;147.66;0.02;4.11;0.23;0.10
